date,description,amount_npr,category,persona,household,group_type,festival
2024-01-06,Boating Phewa lake,890,entertainment,working_bachelor,working_bachelor_1,roommates,
2024-01-06,Bedsheet and pillow - EMI,2150,shopping,working_bachelor,working_bachelor_1,roommates,
2024-01-07,Khanepani bill shared 3 ways,590,utilities,family,family_1,family,
2024-01-07,Headphones - sale price,4100,shopping,family,family_1,family,
2024-01-07,Headphones,2350,shopping,student_home,student_home_2,college,
2024-01-07,Winter blanket,3150,shopping,student_home,student_home_2,college,
2024-01-07,Grocery Daraz,1600,food,student_hostel,student_hostel_2,roommates,
2024-01-07,Hostel dorm bed,1390,hotel,trip_group,trip_group_2,trip,
2024-01-07,Buff momo Bouddha after class,160,food,working_bachelor,working_bachelor_1,roommates,
2024-01-07,Bike petrol Magh morning,1910,transport,working_bachelor,working_bachelor_1,roommates,
2024-01-07,Mobile recharge,740,utilities,working_bachelor,working_bachelor_2,roommates,
2024-01-07,Collge canteen chiya,100,food,working_bachelor,working_bachelor_2,roommates,
2024-01-07,Deluxe bus ticket to Sarangkot - morning,2400,transport,working_bachelor,working_bachelor_3,roommates,
2024-01-07,Dashain kurta shopping,15550,shopping,working_bachelor,working_bachelor_3,roommates,
2024-01-08,park entry ticket,520,entertainment,family,family_1,family,
2024-01-08,Gas cylinder advance,2700,utilities,family,family_2,family,
2024-01-08,Laundry,280,other,family,family_2,family,
2024-01-08,Newari khaja set,510,food,student_home,student_home_1,college,
2024-01-08,Chicken momo plate veg,180,food,student_home,student_home_1,college,
2024-01-08,Dashain shopping,9700,shopping,student_home,student_home_2,college,
2024-01-08,College bus fee - morning,1760,transport,student_home,student_home_3,college,
2024-01-08,Bungee jump,9150,entertainment,student_hostel,student_hostel_1,roommates,
2024-01-08,Boating Phewa lake,1320,entertainment,student_hostel,student_hostel_1,roommates,
2024-01-08,sekuwa and chiura,1010,food,student_hostel,student_hostel_1,roommates,
2024-01-08,CAFE BILL THAMEL AFTER CLASS,1210,food,trip_group,trip_group_2,trip,
2024-01-08,Worldlink internet 3 months,1410,utilities,working_bachelor,working_bachelor_1,roommates,
2024-01-08,Headphones,5150,shopping,working_bachelor,working_bachelor_1,roommates,
2024-01-08,Scooter servicing late night,2350,transport,working_bachelor,working_bachelor_1,roommates,
2024-01-09,Cab to airpot with luggage with Mina,980,transport,family,family_2,family,
2024-01-09,Spotify family - for 7 people,610,entertainment,family,family_2,family,
2024-01-09,aalu pyaj golbheda office lunch,310,food,family,family_2,family,
2024-01-09,Sajha bus to Maharajgunj,30,transport,student_home,student_home_1,college,
2024-01-09,Airport taxi - late night,900,transport,student_home,student_home_1,college,
2024-01-09,Newari khaja set half plate,650,food,student_hostel,student_hostel_3,roommates,
2024-01-09,Movie ticket One Cinemas weekend,540,entertainment,trip_group,trip_group_1,trip,
2024-01-09,Zipline Sarangkot - for 4 people,4300,entertainment,trip_group,trip_group_1,trip,
2024-01-10,NEA bijuli bill Magh paid by Khalti,3850,utilities,family,family_1,family,
2024-01-10,Lab fee,2850,education,family,family_1,family,
2024-01-10,Birthday cake,880,food,student_home,student_home_3,college,
2024-01-10,Spotify family,610,entertainment,student_hostel,student_hostel_1,roommates,
2024-01-10,NTC data pack shared 3 ways,460,utilities,student_hostel,student_hostel_2,roommates,
2024-01-10,Bus fare Patan to Baneshwor,30,transport,student_hostel,student_hostel_2,roommates,
2024-01-10,Wifi bill,1090,utilities,student_hostel,student_hostel_3,roommates,
2024-01-10,Hotel Sarangkot 2 nights,2250,hotel,trip_group,trip_group_3,trip,
2024-01-10,College canteen chiya,35,food,trip_group,trip_group_3,trip,
2024-01-10,Bus - shared,30,transport,trip_group,trip_group_3,trip,
2024-01-10,Birthday cake after class,1660,food,working_bachelor,working_bachelor_1,roommates,
2024-01-10,New shoes,4450,shopping,working_bachelor,working_bachelor_1,roommates,
2024-01-10,Dashain kurta shopping,9650,shopping,working_bachelor,working_bachelor_3,roommates,
2024-01-11,NEA bijuli bill Magh,3350,utilities,family,family_3,family,
2024-01-11,Ncell combo 399 paid by Khalti,630,utilities,student_home,student_home_2,college,
2024-01-11,Water jar - Magh,230,utilities,student_hostel,student_hostel_1,roommates,
2024-01-11,monthly grocery saturday,12200,food,student_hostel,student_hostel_1,roommates,
2024-01-11,BUS FARE BALKHU TO MAHARAJGUNJ,35,transport,working_bachelor,working_bachelor_2,roommates,
2024-01-11,Pizza night Saturday,2650,food,working_bachelor,working_bachelor_2,roommates,
2024-01-12,gas cylinder,2850,utilities,family,family_3,family,
2024-01-12,water jar,130,food,family,family_3,family,
2024-01-12,Canteen lunch at college,460,food,student_home,student_home_2,college,
2024-01-12,Chiya for everyone - office lunch,210,food,student_home,student_home_3,college,
2024-01-12,Paid for group - to office,1250,transport,student_hostel,student_hostel_2,roommates,
2024-01-12,Concert ticket,1750,entertainment,student_hostel,student_hostel_3,roommates,
2024-01-12,Buff momo Koteshwor,180,food,working_bachelor,working_bachelor_1,roommates,
2024-01-12,Concert ticket,3450,entertainment,working_bachelor,working_bachelor_3,roommates,
2024-01-12,Kitchen utensils,7100,shopping,working_bachelor,working_bachelor_3,roommates,
2024-01-13,Wifi bill,1190,utilities,family,family_1,family,
2024-01-13,Headphones,5350,shopping,family,family_1,family,
2024-01-13,NEA bijuli bill Magh,2950,utilities,family,family_2,family,
2024-01-13,Thakali khana set Baneshwor,360,food,family,family_2,family,
2024-01-13,Monthly grocery half plate,3550,food,family,family_2,family,
2024-01-13,Birthday cake evening,2700,food,family,family_3,family,
2024-01-13,Bus ticket and khaja on the way,1350,transport,family,family_3,family,
2024-01-13,Petrol 5 litre to office,1340,transport,family,family_3,family,
2024-01-13,Airport taxi,1010,transport,student_home,student_home_3,college,
2024-01-13,Guest house Pokhara for 3 people,2400,hotel,trip_group,trip_group_3,trip,
2024-01-13,Popcorn and coke at Big Movies weekend,1320,entertainment,working_bachelor,working_bachelor_3,roommates,
2024-01-14,Chowmein and coke office lunch,210,food,family,family_1,family,
2024-01-14,"Chaku, ghee and tarul",1520,food,family,family_1,family,maghe_sankranti
2024-01-14,New clothes for Maghi,6650,shopping,family,family_1,family,maghe_sankranti
2024-01-14,New clothes for Maghi,4250,shopping,family,family_1,family,maghe_sankranti
2024-01-14,Bedsheet and pillow - EMI,2000,shopping,family,family_2,family,
2024-01-14,JCKET BIG MART,5600,shopping,family,family_2,family,
2024-01-14,New clothes for Magh,1840,shopping,family,family_2,family,maghe_sankranti
2024-01-14,school fee for sujan,8500,education,family,family_3,family,
2024-01-14,New clothes for Maghi,2600,shopping,student_home,student_home_1,college,maghe_sankranti
2024-01-14,"Chaku, ghee and tarul",940,food,student_home,student_home_1,college,maghe_sankranti
2024-01-14,Pizza night takeaway,1000,food,student_home,student_home_3,college,
2024-01-14,New clothes for Maghi sale price,2300,shopping,student_home,student_home_3,college,maghe_sankranti
2024-01-14,Maghi feast takeaway,2350,food,student_home,student_home_3,college,maghe_sankranti
2024-01-14,Winter blanket for Ram,4950,shopping,student_hostel,student_hostel_1,roommates,
2024-01-14,Maghi feast,8050,food,student_hostel,student_hostel_1,roommates,maghe_sankranti
2024-01-14,"Chaku, ghee and tarul",2150,food,student_hostel,student_hostel_1,roommates,maghe_sankranti
2024-01-14,New clothes for Maghi,4050,shopping,student_hostel,student_hostel_1,roommates,maghe_sankranti
2024-01-14,"Chaku, ghee and tarul",1280,food,student_hostel,student_hostel_1,roommates,maghe_sankranti
2024-01-14,Til ko addu for 6 people,650,food,student_hostel,student_hostel_1,roommates,maghe_sankranti
2024-01-14,Chiya for everyone,140,food,student_hostel,student_hostel_2,roommates,
2024-01-14,Lunch at Nanglo evening,540,food,student_hostel,student_hostel_3,roommates,
2024-01-14,CHOWMEIN AND COKE - VEG,460,food,student_hostel,student_hostel_3,roommates,
2024-01-14,Samosa chiya Patan - evening,100,food,working_bachelor,working_bachelor_1,roommates,
2024-01-14,WORLDLINK INTERNET 3 MONTHS DUE DATE,1330,utilities,working_bachelor,working_bachelor_2,roommates,
2024-01-14,"Chaku, ghee and tarul half plate",3550,food,working_bachelor,working_bachelor_2,roommates,maghe_sankranti
2024-01-14,Hostel dorm bed,1750,hotel,working_bachelor,working_bachelor_3,roommates,
2024-01-14,Til ko laddu,870,food,working_bachelor,working_bachelor_3,roommates,maghe_sankranti
2024-01-14,Til ko laddu,950,food,working_bachelor,working_bachelor_3,roommates,maghe_sankranti
2024-01-15,Ren Magh,22950,rent,family,family_1,family,
2024-01-15,Til ko laddu after class,640,food,family,family_1,family,maghe_sankranti
2024-01-15,Til ko laddu for 4 people,740,food,family,family_1,family,maghe_sankranti
2024-01-15,"Chaku, ghee and tarul",1410,food,family,family_1,family,maghe_sankranti
2024-01-15,Cab to airport with luggage,810,transport,family,family_2,family,
2024-01-15,new clothes for maghi,3500,shopping,family,family_2,family,maghe_sankranti
2024-01-15,"Chaku, ghe and tarul",1940,food,family,family_2,family,maghe_sankranti
2024-01-15,Til ko laddu takeaway,490,food,family,family_2,family,maghe_sankranti
2024-01-15,Wedding gift EMI,1540,shopping,family,family_2,family,wedding_magh
2024-01-15,Bike petrol Magh late night,3150,transport,family,family_3,family,
2024-01-15,"Chaku, ghee and tarul",1830,food,family,family_3,family,maghe_sankranti
2024-01-15,"Chaku, ghee and tarul Saturday",1580,food,family,family_3,family,maghe_sankranti
2024-01-15,til ko laddu - office lunch,780,food,family,family_3,family,maghe_sankranti
2024-01-15,College bus fee to office,1960,transport,student_home,student_home_1,college,
2024-01-15,Chicken momo plate,200,food,student_home,student_home_1,college,
2024-01-15,MAGHI FEAST TAKEAWAY,3950,food,student_home,student_home_2,college,maghe_sankranti
2024-01-15,Til ko laddu,420,food,student_home,student_home_2,college,maghe_sankranti
2024-01-15,wifi bill,990,utilities,student_hostel,student_hostel_1,roommates,
2024-01-15,TIL KO LADD,720,food,student_hostel,student_hostel_1,roommates,maghe_sankranti
2024-01-15,Photocopy - urgent,95,other,student_hostel,student_hostel_2,roommates,
2024-01-15,"chaku, ghee and tarul",1650,food,student_hostel,student_hostel_2,roommates,maghe_sankranti
2024-01-15,New clothes for Maghi - EMI,3200,shopping,student_hostel,student_hostel_2,roommates,maghe_sankranti
2024-01-15,NEA bijui bill Magh,1440,utilities,student_hostel,student_hostel_3,roommates,
2024-01-15,Canteen lunch at college,460,education,student_hostel,student_hostel_3,roommates,
2024-01-15,Maghi feast,4450,food,student_hostel,student_hostel_3,roommates,maghe_sankranti
2024-01-15,Deluxe bus ticket to Dhulikhel,1570,transport,trip_group,trip_group_2,trip,
2024-01-15,Til ko laddu,330,food,working_bachelor,working_bachelor_1,roommates,maghe_sankranti
2024-01-15,Til ko laddu team khaja,890,food,working_bachelor,working_bachelor_1,roommates,maghe_sankranti
2024-01-15,Maghi feast office lunch,3500,food,working_bachelor,working_bachelor_1,roommates,maghe_sankranti
2024-01-15,Electricity bill,2550,utilities,working_bachelor,working_bachelor_2,roommates,
2024-01-15,New clothes for Maghi online,6350,shopping,working_bachelor,working_bachelor_2,roommates,maghe_sankranti
2024-01-15,Waste management fee Magh,490,utilities,working_bachelor,working_bachelor_3,roommates,
2024-01-15,Tarkari kinne - evening,860,food,working_bachelor,working_bachelor_3,roommates,
2024-01-15,Chowmein and coke,530,food,working_bachelor,working_bachelor_3,roommates,
2024-01-15,til ko laddu,1430,food,working_bachelor,working_bachelor_3,roommates,maghe_sankranti
2024-01-16,Clothes for a wedding - with cashback,5400,shopping,family,family_1,family,wedding_magh
2024-01-16,snacks during movie,510,food,family,family_2,family,
2024-01-16,Khanepani bill,690,utilities,family,family_3,family,
2024-01-16,Ncell combo 399 - last month,270,utilities,student_home,student_home_1,college,
2024-01-16,Park entry ticket,190,entertainment,student_hostel,student_hostel_2,roommates,
2024-01-16,Wedding gift,2650,shopping,student_hostel,student_hostel_2,roommates,wedding_magh
2024-01-16,NTC data pack,520,utilities,student_hostel,student_hostel_3,roommates,
2024-01-16,Airport taxi,480,transport,trip_group,trip_group_3,trip,
2024-01-17,Gas cylinder,2700,utilities,family,family_1,family,
2024-01-17,Pizza night,1030,food,family,family_1,family,
2024-01-17,NTC data pack,45,utilities,family,family_1,family,
2024-01-17,DAL BHAT AT ROADHOUSE CAFE,410,food,student_home,student_home_1,college,
2024-01-17,Monthly bill paid reimburse later,4700,other,student_hostel,student_hostel_1,roommates,
2024-01-17,Vegetables from Kalimati,1290,food,trip_group,trip_group_2,trip,
2024-01-17,Gas cylinder last month,2450,utilities,working_bachelor,working_bachelor_2,roommates,
2024-01-17,COLLEGE BUS FEE LATE FEE INCLUDED,2300,education,working_bachelor,working_bachelor_3,roommates,
2024-01-17,Daraz order onine,8100,shopping,working_bachelor,working_bachelor_3,roommates,
2024-01-17,Weding gift,3350,shopping,working_bachelor,working_bachelor_3,roommates,wedding_magh
2024-01-18,Rent Magh shared 2 ways,31000,rent,family,family_3,family,
2024-01-18,Cab to airport with luggae,1160,other,student_home,student_home_1,college,
2024-01-18,Micro to Baneshwor Ring Road,30,transport,student_home,student_home_2,college,
2024-01-18,Tuition fee monthly late fee included,8650,education,student_home,student_home_3,college,
2024-01-18,Jeep to Pokhara,4050,transport,student_hostel,student_hostel_1,roommates,
2024-01-18,Scooter servicing - airport drop,2550,transport,student_hostel,student_hostel_1,roommates,
2024-01-18,Gift for bhai - for home,1990,shopping,student_hostel,student_hostel_2,roommates,
2024-01-18,Room booking advance,4300,hotel,trip_group,trip_group_2,trip,
2024-01-18,Clothes for a wedding,4250,shopping,working_bachelor,working_bachelor_2,roommates,wedding_magh
2024-01-19,School fee for Anisha,11200,education,family,family_1,family,
2024-01-19,Buff momo Balkhu,110,food,family,family_1,family,
2024-01-19,School fee for dai 4th sem,5950,education,family,family_2,family,
2024-01-19,vegetables from kalimati,1810,food,family,family_3,family,
2024-01-19,Zipline Ilam,2550,entertainment,student_home,student_home_2,college,
2024-01-19,Clothes for a wedding,6600,shopping,student_home,student_home_2,college,wedding_magh
2024-01-19,Bank charge,160,other,student_hostel,student_hostel_2,roommates,
2024-01-19,Bus fare Thamel to Kirtipu,45,transport,trip_group,trip_group_2,trip,
